"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,5482341534.040006,5836030389.311982,0,126,0,0,yes,1.000000
24,,28046978107.899818,28047623477.008045,0,529,0,0,yes,1.000000
23,,2348993483.112576,2359684808.772960,0,52,0,0,yes,1.000000
22,,16921536531.488951,16951463996.494495,0,357,0,0,yes,1.000000
21,,2211255901.335674,2567762846.473130,0,60,0,0,yes,1.000000
20,,4060630482.754071,4087188245.533129,0,144,0,0,yes,1.000000
19,,3572276779.011707,3697776755.789040,0,110,0,0,yes,1.000000
18,,29962095.938975,40454326.115720,0,8,0,0,yes,1.000000
17,,191115344.410160,229959460.072270,0,8,0,0,yes,1.000000
16,,26801703402.514065,27460687735.208252,0,502,0,0,yes,1.000000
15,,2378703547.671384,2883722656.682118,0,116,0,0,yes,1.000000
14,,589388305.364250,891228226.636740,0,56,0,0,yes,1.000000
13,,531788900.982630,661686707.987250,0,89,0,0,yes,1.000000
12,,541919697.265620,750041779.487780,0,74,0,0,yes,1.000000
11,,1015495584.187755,1019113823.905250,0,173,0,0,yes,1.000000
10,,551661937.579320,553403943.618600,0,87,0,0,yes,1.000000
9,,1191423147.546900,1228753196.626970,0,66,0,0,yes,1.000000
8,,1289643311.160406,1667141466.147461,0,175,0,0,yes,1.000000
7,,2171242637.422111,2324149733.390640,0,174,0,0,yes,1.000000
6,,2343689936.523930,3250747682.016577,0,167,0,0,yes,1.000000
5,,1507276552.211417,1517578567.990229,0,88,0,0,yes,1.000000
4,,537709988.218270,581242746.809570,0,49,0,0,yes,1.000000
3,,1382677638.744610,1442305429.626960,0,67,0,0,yes,1.000000
2,,961616721.645475,1387333319.404300,0,117,0,0,yes,1.000000
1,,590592147.143080,672609440.210000,0,47,0,0,yes,1.000000
