"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,5482341534.040006,5776765264.409643,0,121,0,0,yes,1.000000
24,,28046978107.899818,28047861795.028572,0,530,0,0,yes,1.000000
23,,2348993483.112576,2353753925.135281,0,55,0,0,yes,1.000000
22,,16921536531.488951,17051100545.742067,0,360,0,0,yes,1.000000
21,,2211255901.335674,2624551609.608370,0,60,0,0,yes,1.000000
20,,4060630482.754071,4067236731.045859,0,149,0,0,yes,1.000000
19,,3572276779.011707,3607606727.724121,0,109,0,0,yes,1.000000
18,,29962095.938975,38017166.787120,0,6,0,0,yes,1.000000
17,,191115344.410160,356949041.057130,0,12,0,0,yes,1.000000
16,,26801703402.514065,28320562350.703381,0,511,0,0,yes,1.000000
15,,2378703547.671384,2736282740.842769,0,112,0,0,yes,1.000000
14,,589388305.364250,908609653.376460,0,56,0,0,yes,1.000000
13,,531788900.982630,777798337.366160,0,94,0,0,yes,1.000000
12,,541919697.265620,656211750.938940,0,73,0,0,yes,1.000000
11,,1015495584.187755,1015945953.809070,0,170,0,0,yes,1.000000
10,,551661937.579320,554317475.200150,0,83,0,0,yes,1.000000
9,,1191423147.546900,1319560311.006860,0,69,0,0,yes,1.000000
8,,1289643311.160406,1659646446.820801,0,171,0,0,yes,1.000000
7,,2171242637.422111,2287505293.475100,0,171,0,0,yes,1.000000
6,,2343689936.523930,3191141412.436487,0,164,0,0,yes,1.000000
5,,1507276552.211417,1529908782.136250,0,84,0,0,yes,1.000000
4,,537709988.218270,658390933.427250,0,68,0,0,yes,1.000000
3,,1382677638.744610,1778701687.419921,0,82,0,0,yes,1.000000
2,,961616721.645475,1188584983.529310,0,110,0,0,yes,1.000000
1,,590592147.143080,658050917.834000,0,45,0,0,yes,1.000000
