"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,17600449807.218552,14685700807.218550,545,2914749.000000,18942285.000000,6731322.000000,2914749.000000,9296214.000000,0.355360,0.000000,0.000000,0,1.000000
2,17823794060.402950,14887215060.402950,548,2936579.000000,18942285.000000,6790264.000000,2936579.000000,9215442.000000,0.358471,0.000000,0.000000,0,1.000000
3,17811444599.163956,14788699599.163954,548,3022745.000000,18942285.000000,6763068.000000,3022745.000000,9156472.000000,0.357035,0.000000,0.000000,0,1.000000
4,17821017439.150551,14674312439.150551,544,3146705.000000,18942285.000000,6612937.000000,3146705.000000,9182643.000000,0.349110,0.000000,0.000000,0,1.000000
5,17756795459.529552,14852616459.529552,547,2904179.000000,18942285.000000,6763213.000000,2904179.000000,9274893.000000,0.357043,0.000000,0.000000,0,1.000000
6,17758880637.894249,14767594637.894247,548,2991286.000000,18942285.000000,6744279.000000,2991286.000000,9206720.000000,0.356044,0.000000,0.000000,0,1.000000
7,17728136985.719948,14859651985.719946,549,2868485.000000,18942285.000000,6836587.000000,2868485.000000,9237213.000000,0.360917,0.000000,0.000000,0,1.000000
8,17794527383.750546,14826520383.750546,547,2968007.000000,18942285.000000,6729127.000000,2968007.000000,9245151.000000,0.355244,0.000000,0.000000,0,1.000000
9,17735894291.571945,14817266291.571945,546,2918628.000000,18942285.000000,6766762.000000,2918628.000000,9256895.000000,0.357231,0.000000,0.000000,0,1.000000
10,17906168767.358948,14650135767.358946,545,3256033.000000,18942285.000000,6560592.000000,3256033.000000,9125660.000000,0.346346,0.000000,0.000000,0,1.000000
