"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,5482341534.040006,5655062492.038527,0,125,0,0,yes,1.000000
24,,28046978107.899818,28047407731.860680,0,542,0,0,yes,1.000000
23,,2348993483.112576,2638875593.490741,0,63,0,0,yes,1.000000
22,,16921536531.488951,17019475359.328962,0,374,0,0,yes,1.000000
21,,2211255901.335674,2222388243.473620,0,55,0,0,yes,1.000000
20,,4060630482.754071,4117048590.217710,0,163,0,0,yes,1.000000
19,,3572276779.011707,3578881377.518549,0,96,0,0,yes,1.000000
18,,29962095.938975,37985188.811040,0,14,0,0,yes,1.000000
17,,191115344.410160,345839114.313970,0,11,0,0,yes,1.000000
16,,26801703402.514065,28682537279.554985,0,531,0,0,yes,1.000000
15,,2378703547.671384,2604163225.458489,0,112,0,0,yes,1.000000
14,,589388305.364250,795844507.016580,0,46,0,0,yes,1.000000
13,,531788900.982630,726135409.048290,0,94,0,0,yes,1.000000
12,,541919697.265620,620219514.835440,0,64,0,0,yes,1.000000
11,,1015495584.187755,1019621933.662100,0,171,0,0,yes,1.000000
10,,551661937.579320,554044777.352010,0,80,0,0,yes,1.000000
9,,1191423147.546900,1197358111.586940,0,62,0,0,yes,1.000000
8,,1289643311.160406,1651083796.682151,0,173,0,0,yes,1.000000
7,,2171242637.422111,2244488664.106939,0,173,0,0,yes,1.000000
6,,2343689936.523930,3278214922.789037,0,165,0,0,yes,1.000000
5,,1507276552.211417,1562741993.353490,0,81,0,0,yes,1.000000
4,,537709988.218270,541753089.013210,0,58,0,0,yes,1.000000
3,,1382677638.744610,1433790435.597150,0,70,0,0,yes,1.000000
2,,961616721.645475,1007024124.624030,0,108,0,0,yes,1.000000
1,,590592147.143080,602922886.822260,0,47,0,0,yes,1.000000
