"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,5482341534.040006,5603409899.705997,0,128,0,0,yes,1.000000
24,,28046978107.899818,28047112340.073036,0,543,0,0,yes,1.000000
23,,2348993483.112576,2669133003.757831,0,67,0,0,yes,1.000000
22,,16921536531.488951,16945203450.073589,0,377,0,0,yes,1.000000
21,,2211255901.335674,2212249677.630849,0,50,0,0,yes,1.000000
20,,4060630482.754071,4284112718.445721,0,165,0,0,yes,1.000000
19,,3572276779.011707,3654419487.320290,0,100,0,0,yes,1.000000
18,,29962095.938975,44251437.368170,0,20,0,0,yes,1.000000
17,,191115344.410160,223516173.094240,0,8,0,0,yes,1.000000
16,,26801703402.514065,28288391337.944126,0,531,0,0,yes,1.000000
15,,2378703547.671384,2779324564.243660,0,123,0,0,yes,1.000000
14,,589388305.364250,691520732.670410,0,44,0,0,yes,1.000000
13,,531788900.982630,643744425.641070,0,91,0,0,yes,1.000000
12,,541919697.265620,582703857.227030,0,66,0,0,yes,1.000000
11,,1015495584.187755,1109701671.058570,0,171,0,0,yes,1.000000
10,,551661937.579320,554284789.615690,0,86,0,0,yes,1.000000
9,,1191423147.546900,1222695776.824240,0,64,0,0,yes,1.000000
8,,1289643311.160406,1674271892.242191,0,172,0,0,yes,1.000000
7,,2171242637.422111,2221643404.424330,0,171,0,0,yes,1.000000
6,,2343689936.523930,3254230644.296857,0,165,0,0,yes,1.000000
5,,1507276552.211417,1649939592.668439,0,87,0,0,yes,1.000000
4,,537709988.218270,556709100.468760,0,52,0,0,yes,1.000000
3,,1382677638.744610,1405209168.152830,0,65,0,0,yes,1.000000
2,,961616721.645475,1013591776.898910,0,120,0,0,yes,1.000000
1,,590592147.143080,648021271.770520,0,47,0,0,yes,1.000000
