"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,5482341534.040006,6061379798.704520,0,128,0,0,yes,1.000000
24,,28046978107.899818,28050377435.330315,0,528,0,0,yes,1.000000
23,,2348993483.112576,2354484138.591820,0,53,0,0,yes,1.000000
22,,16921536531.488951,17361871090.326057,0,364,0,0,yes,1.000000
21,,2211255901.335674,2367111306.854959,0,54,0,0,yes,1.000000
20,,4060630482.754071,4061017041.527280,0,146,0,0,yes,1.000000
19,,3572276779.011707,3601890853.786610,0,106,0,0,yes,1.000000
18,,29962095.938975,38311646.375980,0,7,0,0,yes,1.000000
17,,191115344.410160,356949041.057130,0,12,0,0,yes,1.000000
16,,26801703402.514065,27786221018.036369,0,506,0,0,yes,1.000000
15,,2378703547.671384,2713237852.828579,0,117,0,0,yes,1.000000
14,,589388305.364250,840547422.237810,0,55,0,0,yes,1.000000
13,,531788900.982630,783146801.976030,0,93,0,0,yes,1.000000
12,,541919697.265620,653150015.040990,0,70,0,0,yes,1.000000
11,,1015495584.187755,1025426401.244120,0,168,0,0,yes,1.000000
10,,551661937.579320,555766566.420380,0,80,0,0,yes,1.000000
9,,1191423147.546900,1412961751.795430,0,75,0,0,yes,1.000000
8,,1289643311.160406,1638215063.667971,0,170,0,0,yes,1.000000
7,,2171242637.422111,2205132981.178720,0,169,0,0,yes,1.000000
6,,2343689936.523930,3194790267.889637,0,162,0,0,yes,1.000000
5,,1507276552.211417,1517111783.396480,0,80,0,0,yes,1.000000
4,,537709988.218270,640116583.999520,0,59,0,0,yes,1.000000
3,,1382677638.744610,1623021238.410661,0,72,0,0,yes,1.000000
2,,961616721.645475,1375093802.745601,0,116,0,0,yes,1.000000
1,,590592147.143080,608633034.320810,0,46,0,0,yes,1.000000
