"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,5482341534.040006,5552938251.212367,0,127,0,0,yes,1.000000
24,,28046978107.899818,28047544179.443638,0,541,0,0,yes,1.000000
23,,2348993483.112576,2484543440.884290,0,61,0,0,yes,1.000000
22,,16921536531.488951,17002028292.926628,0,373,0,0,yes,1.000000
21,,2211255901.335674,2245028421.853519,0,60,0,0,yes,1.000000
20,,4060630482.754071,4108484341.427680,0,161,0,0,yes,1.000000
19,,3572276779.011707,3589066080.030239,0,97,0,0,yes,1.000000
18,,29962095.938975,35572856.090820,0,10,0,0,yes,1.000000
17,,191115344.410160,285768874.521000,0,8,0,0,yes,1.000000
16,,26801703402.514065,28678479209.830315,0,529,0,0,yes,1.000000
15,,2378703547.671384,2651492578.429190,0,112,0,0,yes,1.000000
14,,589388305.364250,643463993.391090,0,47,0,0,yes,1.000000
13,,531788900.982630,695349101.885200,0,90,0,0,yes,1.000000
12,,541919697.265620,682790976.302720,0,67,0,0,yes,1.000000
11,,1015495584.187755,1043869164.328590,0,174,0,0,yes,1.000000
10,,551661937.579320,558654783.447240,0,87,0,0,yes,1.000000
9,,1191423147.546900,1225375638.897450,0,64,0,0,yes,1.000000
8,,1289643311.160406,1676888591.970701,0,175,0,0,yes,1.000000
7,,2171242637.422111,2216720406.463390,0,174,0,0,yes,1.000000
6,,2343689936.523930,3224338112.382287,0,168,0,0,yes,1.000000
5,,1507276552.211417,1653844632.276839,0,87,0,0,yes,1.000000
4,,537709988.218270,568312867.547360,0,53,0,0,yes,1.000000
3,,1382677638.744610,1395203680.235810,0,64,0,0,yes,1.000000
2,,961616721.645475,1104797470.364700,0,109,0,0,yes,1.000000
1,,590592147.143080,601625342.113800,0,43,0,0,yes,1.000000
