"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,14955860616.411222,14274366961.606699,571,6813255.000000,18942285.000000,5219580.000000,6813255.000000,6909450.000000,0.275552,168154.804524,32126.322365,1,0.999999
2,14935070409.490522,14258004076.001051,571,6767281.000000,18942285.000000,5300088.000000,6767281.000000,6874916.000000,0.279802,338233.489471,55356.959761,1,0.999986
3,14852294966.705446,14186683366.705446,563,6656116.000000,18942285.000000,5278072.000000,6656116.000000,7008097.000000,0.278640,0.000000,0.000000,0,1.000000
4,14857408359.407389,14188607784.005686,571,6687589.000000,18942285.000000,5378766.000000,6687589.000000,6875930.000000,0.283955,41675.401703,7962.171486,1,1.000000
5,14880365427.644543,14257014027.644543,558,6233514.000000,18942285.000000,5364481.000000,6233514.000000,7344290.000000,0.283201,0.000000,0.000000,0,1.000000
6,14832900543.343748,14159319843.343748,561,6735807.000000,18942285.000000,5217496.000000,6735807.000000,6988982.000000,0.275442,0.000000,0.000000,0,1.000000
7,14875976321.164944,14227104521.164944,562,6488718.000000,18942285.000000,5308395.000000,6488718.000000,7145172.000000,0.280240,0.000000,0.000000,0,1.000000
8,14956936180.256754,14285091080.256754,567,6718451.000000,18942285.000000,5238555.000000,6718451.000000,6985279.000000,0.276553,0.000000,0.000000,0,1.000000
9,14894510316.720753,14245812016.720753,560,6486983.000000,18942285.000000,5304880.000000,6486983.000000,7150422.000000,0.280055,0.000000,0.000000,0,1.000000
10,14907183457.914045,14279942357.914045,564,6272411.000000,18942285.000000,5397427.000000,6272411.000000,7272447.000000,0.284941,0.000000,0.000000,0,1.000000
