"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,17876342042.234943,14869242042.234943,547,3007100.000000,18942285.000000,6729438.000000,3007100.000000,9205747.000000,0.355260,0.000000,0.000000,0,1.000000
2,17980052123.213951,14738686123.213949,547,3241366.000000,18942285.000000,6612889.000000,3241366.000000,9088030.000000,0.349107,0.000000,0.000000,0,1.000000
3,17963720823.722954,14769073823.722952,543,3194647.000000,18942285.000000,6590591.000000,3194647.000000,9157047.000000,0.347930,0.000000,0.000000,0,1.000000
4,17716397793.635551,14710107793.635553,543,3006290.000000,18942285.000000,6665565.000000,3006290.000000,9270430.000000,0.351888,0.000000,0.000000,0,1.000000
5,17944330117.206558,14690945117.206556,548,3253385.000000,18942285.000000,6622071.000000,3253385.000000,9066829.000000,0.349592,0.000000,0.000000,0,1.000000
6,17827990798.713257,14786230798.713255,548,3041760.000000,18942285.000000,6708672.000000,3041760.000000,9191853.000000,0.354164,0.000000,0.000000,0,1.000000
7,17883817385.786350,14779274385.786350,546,3104543.000000,18942285.000000,6685114.000000,3104543.000000,9152628.000000,0.352920,0.000000,0.000000,0,1.000000
8,17835571409.441948,14673256409.441948,547,3162315.000000,18942285.000000,6640213.000000,3162315.000000,9139757.000000,0.350550,0.000000,0.000000,0,1.000000
9,17750326507.294949,14815027507.294949,549,2935299.000000,18942285.000000,6775279.000000,2935299.000000,9231707.000000,0.357680,0.000000,0.000000,0,1.000000
10,17700750138.187946,14796444138.187946,548,2904306.000000,18942285.000000,6790327.000000,2904306.000000,9247652.000000,0.358475,0.000000,0.000000,0,1.000000
