"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,5482341534.040006,5503509313.826632,0,124,0,0,yes,1.000000
24,,28046978107.899818,28047019768.795719,0,544,0,0,yes,1.000000
23,,2348993483.112576,2831632696.889671,0,71,0,0,yes,1.000000
22,,16921536531.488951,16942609898.189325,0,371,0,0,yes,1.000000
21,,2211255901.335674,2225044914.907710,0,55,0,0,yes,1.000000
20,,4060630482.754071,4101360922.831460,0,170,0,0,yes,1.000000
19,,3572276779.011707,3588485836.643560,0,99,0,0,yes,1.000000
18,,29962095.938975,39579129.351590,0,16,0,0,yes,1.000000
17,,191115344.410160,260842141.523930,0,8,0,0,yes,1.000000
16,,26801703402.514065,28508954493.156517,0,528,0,0,yes,1.000000
15,,2378703547.671384,2643963022.381829,0,113,0,0,yes,1.000000
14,,589388305.364250,648673179.252430,0,44,0,0,yes,1.000000
13,,531788900.982630,709993942.572710,0,89,0,0,yes,1.000000
12,,541919697.265620,581871109.667960,0,65,0,0,yes,1.000000
11,,1015495584.187755,1066096386.459460,0,177,0,0,yes,1.000000
10,,551661937.579320,556235113.719200,0,83,0,0,yes,1.000000
9,,1191423147.546900,1209995629.755390,0,64,0,0,yes,1.000000
8,,1289643311.160406,1680871720.479980,0,178,0,0,yes,1.000000
7,,2171242637.422111,2289649778.555180,0,177,0,0,yes,1.000000
6,,2343689936.523930,3348522987.126937,0,171,0,0,yes,1.000000
5,,1507276552.211417,1631986598.692370,0,84,0,0,yes,1.000000
4,,537709988.218270,620336469.429710,0,57,0,0,yes,1.000000
3,,1382677638.744610,1414502248.230920,0,69,0,0,yes,1.000000
2,,961616721.645475,1072474766.079570,0,109,0,0,yes,1.000000
1,,590592147.143080,591688252.331080,0,42,0,0,yes,1.000000
