"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,5482341534.040006,5489683776.733379,0,127,0,0,yes,1.000000
24,,28046978107.899818,28047534391.499321,0,542,0,0,yes,1.000000
23,,2348993483.112576,2386201712.215830,0,60,0,0,yes,1.000000
22,,16921536531.488951,16946921862.397354,0,369,0,0,yes,1.000000
21,,2211255901.335674,2234238325.062989,0,53,0,0,yes,1.000000
20,,4060630482.754071,4079490140.169380,0,159,0,0,yes,1.000000
19,,3572276779.011707,3586698945.884279,0,100,0,0,yes,1.000000
18,,29962095.938975,37348463.533200,0,10,0,0,yes,1.000000
17,,191115344.410160,340896839.251470,0,9,0,0,yes,1.000000
16,,26801703402.514065,28455266253.636543,0,530,0,0,yes,1.000000
15,,2378703547.671384,2517901759.417988,0,116,0,0,yes,1.000000
14,,589388305.364250,672363750.151830,0,46,0,0,yes,1.000000
13,,531788900.982630,718695741.257780,0,92,0,0,yes,1.000000
12,,541919697.265620,656548917.638160,0,70,0,0,yes,1.000000
11,,1015495584.187755,1040350249.924320,0,176,0,0,yes,1.000000
10,,551661937.579320,552467332.102010,0,86,0,0,yes,1.000000
9,,1191423147.546900,1195058551.638190,0,63,0,0,yes,1.000000
8,,1289643311.160406,1702722049.865232,0,179,0,0,yes,1.000000
7,,2171242637.422111,2253268933.287599,0,178,0,0,yes,1.000000
6,,2343689936.523930,3221476061.348617,0,170,0,0,yes,1.000000
5,,1507276552.211417,1611081467.551270,0,85,0,0,yes,1.000000
4,,537709988.218270,545374421.874510,0,54,0,0,yes,1.000000
3,,1382677638.744610,1485760273.346170,0,66,0,0,yes,1.000000
2,,961616721.645475,1064821362.452640,0,111,0,0,yes,1.000000
1,,590592147.143080,597984792.196800,0,44,0,0,yes,1.000000
