"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,5482341534.040006,5528148661.336370,0,127,0,0,yes,1.000000
24,,28046978107.899818,28047079387.674171,0,549,0,0,yes,1.000000
23,,2348993483.112576,2781933181.815950,0,68,0,0,yes,1.000000
22,,16921536531.488951,16930090393.951548,0,376,0,0,yes,1.000000
21,,2211255901.335674,2301474649.265620,0,54,0,0,yes,1.000000
20,,4060630482.754071,4070507985.254810,0,164,0,0,yes,1.000000
19,,3572276779.011707,3683528010.004390,0,104,0,0,yes,1.000000
18,,29962095.938975,37744040.634280,0,15,0,0,yes,1.000000
17,,191115344.410160,323094842.950690,0,8,0,0,yes,1.000000
16,,26801703402.514065,28647943711.643829,0,539,0,0,yes,1.000000
15,,2378703547.671384,2688284802.024869,0,121,0,0,yes,1.000000
14,,589388305.364250,716393612.464360,0,43,0,0,yes,1.000000
13,,531788900.982630,639182206.261670,0,89,0,0,yes,1.000000
12,,541919697.265620,613263125.653800,0,66,0,0,yes,1.000000
11,,1015495584.187755,1037281451.935520,0,174,0,0,yes,1.000000
10,,551661937.579320,556209671.025840,0,85,0,0,yes,1.000000
9,,1191423147.546900,1194751691.599630,0,68,0,0,yes,1.000000
8,,1289643311.160406,1650455726.780271,0,175,0,0,yes,1.000000
7,,2171242637.422111,2297372113.352530,0,173,0,0,yes,1.000000
6,,2343689936.523930,3251888851.522937,0,168,0,0,yes,1.000000
5,,1507276552.211417,1671919762.266089,0,85,0,0,yes,1.000000
4,,537709988.218270,541403253.213880,0,52,0,0,yes,1.000000
3,,1382677638.744610,1387213523.207510,0,64,0,0,yes,1.000000
2,,961616721.645475,1026237301.616640,0,117,0,0,yes,1.000000
1,,590592147.143080,591788884.395030,0,44,0,0,yes,1.000000
